assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,saves,season_name,start_cost,starts,tackles,threat,total_points,yellow_cards
0,7,237,3,0,416.5,0,179458,48,1.44,6.09,4.65,24.35,23,6,119.5,335.8,1235,0,0,0,0,0,0,2023/24,50,16,0,448.0,82,1
1,0,123,3,20,212.4,63,179458,52,1.16,2.53,1.37,23.46,29,0,47.4,121.0,1014,0,0,0,31,0,0,2025/26,55,10,12,140.0,41,0
