assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element_code,end_cost,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,saves,season_name,start_cost,starts,tackles,threat,total_points,yellow_cards
0,3,77,1,0,15.9,0,478969,39,0.01,0.07,0.06,7.91,8,0,10.7,76.6,436,0,0,0,0,0,0,2023/24,40,5,0,15.0,15,2
0,2,159,2,150,55.8,174,478969,38,0.32,0.57,0.25,31.03,34,0,51.7,372.0,1539,0,0,0,49,0,0,2025/26,40,17,24,88.0,52,0
